"IDRSSD"	FDIC Certificate Number	OCC Charter Number	OTS Docket Number	Primary ABA Routing Number	Financial Institution Name	Financial Institution Address	Financial Institution City	Financial Institution State	Financial Institution Zip Code	Financial Institution Filing Type	Last Date/Time Submission Updated On
854847	5791	0	11776	73921543	FIRST STATE BANK	304 EAST MAIN STREET 	BELMOND	IA	50421	041	2015-01-29T15:33:08
855143	15035	0	0	84107181	BANK OF AUGUSTA, THE	100 SOUTH SECOND STREET 	AUGUSTA	AR	72006	041	2015-01-28T16:53:05
855264	17811	14821	0	113123162	FIRST NATIONAL BANK IN PORT LAVACA	1101 HIGHWAY 35 S 	PORT LAVACA	TX	77979	041	2015-01-26T15:52:55
855303	14820	10216	0	21309201	CITIZENS NATIONAL BANK OF HAMMOND, THE	19 MAIN STREET 	HAMMOND	NY	13646	041	2015-02-02T15:54:35
855563	25726	0	0	321181501	MURPHY BANK	5180 NORTH PALM, SUITE 101 	FRESNO	CA	93704	041	2015-01-28T17:44:13
855648	15320	0	16806	73921666	LAURENS STATE BANK	102 SOUTH 3RD STREET 	LAURENS	IA	50554	041	2015-01-27T14:51:17
855741	11739	0	14017	71110042	BANKORION	1114 4TH STREET 	ORION	IL	61273	041	2015-01-20T14:02:52
855844	3759	5525	0	81205264	ANNA-JONESBORO NATIONAL BANK	201 SOUTH MAIN STREET 	ANNA	IL	62906	041	2015-04-23T15:20:18
855956	13195	0	0	91302788	UNION STATE BANK OF HAZEN	209 CENTRAL AVENUE NORTH 	HAZEN	ND	58545	041	2015-01-30T12:42:46
856159	18937	15198	0	91914406	SAINT MARTIN NATIONAL BANK	136 MAINE STREET 	SAINT MARTIN	MN	56376	041	2015-01-05T14:28:48
856243	3719	1154	16923	71902399	FIRST NATIONAL BANK OF OTTAWA, THE	701 LASALLE STREET 	OTTAWA	IL	61350	041	2015-01-22T17:10:26
856346	11299	0	0	81210398	FARMERS STATE BANK OF ALTO PASS, ILL.	55 ELM STREET 	ALTO PASS	IL	62905	041	2015-06-25T14:37:50
856458	17813	0	0	91304032	BANK OF HAZELTON	363 MAIN STREET 	HAZELTON	ND	58544	041	2015-01-22T09:44:12
856542	5792	0	0	73912196	BREDA SAVINGS BANK, THE	105 MAIN STREET 	BREDA	IA	51436	041	2015-01-22T14:54:54
856748	17211	0	0	82907736	CITIZENS BANK, THE	200 SOUTH THIRD STREET 	BATESVILLE	AR	72501	041	2015-01-26T18:08:59
856869	18302	0	0	111912388	POWELL STATE BANK	100 CARR STREET 	POWELL	TX	75153	041	2015-01-30T22:22:34
856944	25260	0	0	73912222	STATE BANK OF BROOKS	701 BENTON AVENUE 	CORNING	IA	50841	041	2015-01-28T15:23:01
857147	12438	0	0	84203593	PEOPLES BANK AND TRUST COMPANY	106 EAST MAIN STREET 	NORTH CARROLLTON	MS	38947	041	2015-01-26T16:41:15
857259	17995	0	0	101108526	BANK OF GREELEY	118 WEST BROWN STREET 	GREELEY	KS	66033	041	2015-01-23T12:19:32
857455	18216	0	0	112323594	TEJAS BANK	1405 SOUTH STOCKTON AVENUE 	MONAHANS	TX	79756	041	2015-01-27T12:47:01
857576	28151	0	0	271971599	WEST TOWN BANK & TRUST	4852 WEST 30TH STREET 	CICERO	IL	60804	041	2015-01-29T16:21:06
857745	13712	0	10669	73914220	LIBERTYVILLE SAVINGS BANK	2000 WEST JEFFERSON STREET 	FAIRFIELD	IA	52556	041	2015-03-04T12:47:51
857811	2359	0	0	31307701	MAUCH CHUNK TRUST COMPANY	1111 NORTH STREET 	JIM THORPE	PA	18229	041	2015-01-23T12:04:24
857875	30133	704817	4817	283971901	MID-SOUTHERN SAVINGS BANK, F.S.B.	300 NORTH WATER STREET 	SALEM	IN	47167	041	2015-03-02T17:30:41
857941	3762	5771	0	81206946	FIRST NATIONAL BANK OF BARRY, THE	694 BAINBRIDGE 	BARRY	IL	62312	041	2015-01-27T13:18:07
858153	13926	0	0	101104740	STATE BANK OF CANTON	103 SOUTH MAIN 	CANTON	KS	67428	041	2015-01-20T13:04:58
858443	3761	10911	0	81211520	FIRST NATIONAL BANK OF AVA, THE	304 WEST MAIN STREET 	AVA	IL	62907	041	2015-01-28T15:51:01
858452	12745	0	0	104905166	BANK OF PRAGUE	316 WEST CENTER AVENUE 	PRAGUE	NE	68050	041	2015-01-26T09:37:57
858528	9507	0	11657	51401849	BANK OF MARION, THE	102 WEST MAIN STREET 	MARION	VA	24354	041	2015-01-29T18:41:02
858818	7274	0	0	21309285	WSB MUNICIPAL BANK	111 CLINTON STREET 	WATERTOWN	NY	13601	041	2015-01-28T16:15:53
858854	15111	0	0	101106379	CITIZENS STATE BANK, THE	410 EAST MAIN STREET 	GRIDLEY	KS	66852	041	2015-01-23T16:30:32
859002	90188	0	15456	211870935	EASTHAMPTON SAVINGS BANK	36 MAIN STREET 	EASTHAMPTON	MA	01027	041	2015-02-10T14:37:55
859141	11771	0	17422	73902546	CARROLL COUNTY STATE BANK	126 WEST 6TH STREET 	CARROLL	IA	51401	041	2015-04-16T15:47:33
859552	26627	0	0	111916724	BANK OF THE WEST	108 W NORTHWEST HWY 	GRAPEVINE	TX	760513270	041	2015-03-26T12:31:13
859655	26677	0	0	103003616	BANKERS BANK, THE	9020 NORTH MAY AVENUE, SUITE 200 	OKLAHOMA CITY	OK	73120	041	2015-01-30T16:26:46
859712	16026	0	11235	226071033	RIDGEWOOD SAVINGS BANK	71-02 FOREST AVENUE 	RIDGEWOOD	NY	11385	041	2015-01-30T19:18:20
860053	18561	14991	0	96001013	SUNRISE BANKS, NATIONAL ASSOCIATION	200 UNIVERSITY AVENUE WEST 	SAINT PAUL	MN	55103	041	2015-02-03T16:18:01
860147	3720	13478	13685	71103509	FIRST NATIONAL BANK OF PANA	306 SOUTH LOCUST STREET 	PANA	IL	62557	041	2015-01-28T15:25:57
860231	10077	0	0	71112817	FARMERS STATE BANK OF EMDEN	201 LINCOLN STREET 	EMDEN	IL	62635	041	2015-01-28T14:13:55
860259	12493	0	0	104000870	PREMIER BANK	16802 BURKE STREET 	OMAHA	NE	68118	041	2015-01-28T13:29:21
860334	306	0	13006	65402520	BANK OF ZACHARY	4743 MAIN STREET 	ZACHARY	LA	70791	041	2015-01-23T12:25:52
860352	16231	0	0	91302872	DAKOTA HERITAGE BANK OF NORTH DAKOTA	109 MAIN STREET 	HUNTER	ND	58048	041	2015-01-26T15:10:31
861153	17403	0	0	101108636	HAVILAND STATE BANK, THE	209 NORTH MAIN 	HAVILAND	KS	67059	041	2015-01-26T12:15:43
861304	16001	0	7788	221370399	ELMIRA SAVINGS BANK	333 EAST WATER STREET 	ELMIRA	NY	14901	041	2015-05-14T13:48:21
861658	5252	0	0	91901972	FIRST SECURITY BANK - SLEEPY EYE	100 EAST MAIN 	SLEEPY EYE	MN	56085	041	2015-01-28T16:45:57
861742	11726	0	13220	71915218	PIONEER STATE BANK	137 SOUTH MAIN STREET 	EARLVILLE	IL	60518	041	2015-06-09T11:18:12
861854	15364	0	0	104102257	FIRST STATE BANK	102 EAST BROADWAY STREET 	RANDOLPH	NE	68771	041	2015-01-13T10:47:12
862057	26217	0	0	101100692	BANK OF COMMERCE	101 WEST MAIN STREET 	CHANUTE	KS	66720	041	2015-01-12T09:49:34
862141	25267	0	15463	73914369	COMMUNITY BANK	1401 NORTH JEFFERSON 	INDIANOLA	IA	50125	041	2015-01-29T17:36:52
862824	8997	0	14487	53201186	PALMETTO BANK, THE	306 EAST NORTH STREET 	GREENVILLE	SC	29601	041	2015-01-30T07:40:38
862945	19293	0	12493	73910046	CENTER POINT BANK AND TRUST COMPANY	901 BANK COURT 	CENTER POINT	IA	52213	041	2015-01-23T10:36:38
863362	24038	17383	0	113110654	BRAZOS NATIONAL BANK	2300 BRAZOSPORT BLVD NORTH 	RICHWOOD	TX	77531	041	2015-01-30T18:16:28
863607	2608	676	0	11304300	NATIONAL GRAND BANK OF MARBLEHEAD	91 PLEASANT ST 	MARBLEHEAD	MA	01945	041	2015-01-29T15:28:18
863652	15258	0	0	101107802	FARMERS STATE BANK, THE	209 MONTANA AVENUE 	HOLTON	KS	66436	041	2015-01-26T15:05:53
863746	9298	0	10283	73903244	FARMERS & MERCHANTS SAVINGS BANK	101 EAST MAIN STREET 	MANCHESTER	IA	520570588	041	2015-01-22T11:53:12
864248	8756	0	0	73906720	FARMERS & MERCHANTS STATE BANK OF NEOLA	300 FRONT STREET 	NEOLA	IA	51559	041	2015-05-20T15:52:34
864341	19430	15511	0	71108449	PEKIN NATIONAL BANK	329 COURT STREET 	PEKIN	IL	61554	041	2015-01-29T16:50:24
864378	30150	704846	4846	301170943	CITIZENS SAVINGS AND LOAN ASSOCIATION, FSB	5151 SOUTH FOURTH STREET 	LEAVENWORTH	KS	66048	041	2015-01-21T12:44:06
864471	27619	700007	7	253171773	PIEDMONT FEDERAL SAVINGS BANK	201 SOUTH STRATFORD ROAD 	WINSTON SALEM	NC	27103	041	2015-01-30T12:12:06
864846	3854	10406	0	82902511	FIRST NATIONAL BANK OF NORTH ARKANSAS	305-306 PUBLIC SQUARE 	BERRYVILLE	AR	72616	041	2015-01-23T16:34:42
864855	17661	0	0	101108649	FIRST STATE BANK OF HEALY, THE	4004 WEST STATE HIGHWAY 4 	HEALY	KS	67850	041	2015-01-26T14:50:39
865142	15947	0	0	73913959	IOWA STATE BANK	100 NORTH MAIN STREET 	CLARKSVILLE	IA	506190099	041	2015-01-29T09:16:55
865151	12616	0	0	81514010	LEGENDS BANK	200 EAST MAIN STREET 	LINN	MO	65051	041	2015-01-13T13:52:02
865450	1905	0	0	91212865	PROFINIUM, INC.	414 NORTH FIFTH AVENUE EAST 	TRUMAN	MN	56088	041	2015-07-07T11:39:56
865544	15690	0	0	73904036	CLEAR LAKE BANK AND TRUST COMPANY	322 MAIN AVENUE 	CLEAR LAKE	IA	50428	041	2016-01-29T10:38:55
865759	15908	0	0	101101620	UNION STATE BANK	701 FIFTH STREET 	CLAY CENTER	KS	674322236	041	2015-02-11T17:24:19
865852	10174	0	0	91212687	FARMERS STATE BANK OF UNDERWOOD	110 MAIN STREET NORTH 	UNDERWOOD	MN	56586	041	2015-01-16T13:13:22
866000	7074	7699	10436	21302554	GLENS FALLS NATIONAL BANK AND TRUST COMPANY	250 GLEN STREET 	GLENS FALLS	NY	12801	041	2015-01-28T15:51:21
866055	12308	0	0	111911224	JUSTIN STATE BANK	412 SOUTH HIGHWAY 156 	JUSTIN	TX	76247	041	2015-01-23T13:53:58
866121	445	0	0	43313259	MERCER COUNTY STATE BANK	3279 SOUTH MAIN ST 	SANDY LAKE	PA	16145	041	2015-02-17T14:00:03
866251	15098	0	0	101106939	UNION STATE BANK	204 E. HIGHWAY 16 	OLSBURG	KS	66520	041	2015-01-23T11:55:42
866859	23250	0	0	103002617	BANK OF COMMERCE	2500 S. CORNWELL 	YUKON	OK	73099	041	2015-01-26T09:43:19
867070	27664	700073	73	271173494	STERLING FEDERAL BANK, FEDERAL SAVINGS BANK	110 EAST 4TH ST 	STERLING	IL	610810000	041	2019-03-21T11:03:02
867258	12231	0	0	81502006	MERCANTILE BANK OF LOUISIANA, MISSOURI, THE	222 GEORGIA STREET 	LOUISIANA	MO	63353	041	2015-01-26T16:32:27
867632	24823	0	14561	67011692	INTERNATIONAL FINANCE BANK	777 SOUTHWEST 37TH AVENUE SUITE 700	MIAMI	FL	33135	031	2015-02-05T16:06:39
867650	20231	0	0	111903517	PINNACLE BANK	309 SOUTH OLD BETSY ROAD 	KEENE	TX	76059	041	2015-03-10T14:41:27
867856	6194	0	0	91807254	CITIZENS STATE BANK	375 STAGELINE ROAD 	HUDSON	WI	54016	041	2015-01-27T13:29:15
868059	9773	0	0	91210540	SECURITY STATE BANK OF WARROAD	502 LAKE STREET N.E. 	WARROAD	MN	56763	041	2015-01-08T16:56:36
868442	223	0	0	73921556	MANSON STATE BANK	1001 MAIN STREET 	MANSON	IA	505630670	041	2015-01-14T18:09:54
868572	30176	0	4893	242374361	HOME SAVINGS BANK OF WAPAKONETA	ONE SOUTH BLACKHOOF ST. 	WAPAKONETA	OH	45895	041	2015-01-29T13:19:50
868844	225	0	0	73917285	PEOPLES SAVINGS BANK	100 SOUTH MAIN 	CRAWFORDSVILLE	IA	52621	041	2015-01-14T11:28:12
868956	2208	0	0	102300459	FIRST NORTHERN BANK OF WYOMING	141 SOUTH MAIN STREET 	BUFFALO	WY	82834	041	2015-01-27T10:28:53
869346	8751	0	13914	73901495	IOWA STATE SAVINGS BANK	401 WEST ADAMS STREET 	CRESTON	IA	50801	041	2015-01-28T11:19:23
869524	18418	0	0	44114716	CITIZENS BANK OF LOGAN, THE	188 WEST MAIN ST. 	LOGAN	OH	43138	041	2015-01-30T12:27:04
869551	15305	0	0	101108034	DENISON STATE BANK, THE	421 NEW YORK AVENUE 	HOLTON	KS	66436	041	2015-01-29T12:08:26
869663	1715	0	0	113119396	CITIZENS 1ST BANK	2001 EAST SE LOOP 323 	TYLER	TX	757011802	041	2015-03-30T16:40:48
869953	13947	0	0	102100853	ALAMOSA STATE BANK	2225 MAIN STREET 	ALAMOSA	CO	81101	041	2015-01-27T12:04:19
869971	9208	0	0	124300767	LEWISTON STATE BANK	17 EAST CENTER STREET 	LEWISTON	UT	84320	041	2015-01-30T17:13:08
870539	340	0	16386	65500752	PEOPLES BANK, BILOXI, MISSISSIPPI, THE	152 LAMEUSE STREET 	BILOXI	MS	39530	041	2016-02-15T17:17:20
870650	4549	12955	0	81015218	CITIZENS NATIONAL BANK OF GREATER ST. LOUIS	7305 MANCHESTER ROAD 	MAPLEWOOD	MO	63143	041	2015-01-30T16:57:28
870856	4690	12384	0	101114031	FIRST NATIONAL BANK OF HOPE, THE	112 NORTH MAIN 	HOPE	KS	67451	041	2015-01-27T15:49:43
870913	2286	0	0	44109417	BUCKEYE STATE BANK	101 NORTH MAIN ST 	DE GRAFF	OH	43318	041	2015-01-28T16:07:01
871358	9661	0	0	101108762	BANK OF HOLYROOD, THE	100 SOUTH MAIN STREET 	HOLYROOD	KS	67450	041	2015-01-08T14:41:58
871648	5786	0	0	81308006	SPENCER COUNTY BANK	55 NORTH LOUIS J. KOCH BOULEVARD 	SANTA CLAUS	IN	47579	041	2015-01-30T18:30:02
871769	1225	0	0	122201198	FARMERS AND MERCHANTS BANK OF LONG BEACH	302 PINE AVENUE 	LONG BEACH	CA	90802	041	2015-01-29T19:45:06
871956	3133	0	0	111907717	FIRST BANK OF CELESTE, THE	301 NORTH HIGHWAY 69 	CELESTE	TX	75423	041	2015-01-27T17:10:17
872047	15200	0	11743	73921695	DECORAH BANK AND TRUST COMPANY	202 EAST WATER STREET 	DECORAH	IA	52101	041	2015-01-23T12:29:24
872579	27752	0	221	265070749	UNION SAVINGS AND LOAN ASSOCIATION	353 CARONDELET STREET 	NEW ORLEANS	LA	70130	041	2015-02-11T16:06:39
872953	26832	0	0	101105590	STATE BANK	745 MAIN STREET 	HOXIE	KS	67740	041	2015-03-11T10:21:23
873259	11459	0	0	81514748	MID AMERICA BANK	502 EAST MAIN STREET 	LINN	MO	65051	041	2015-01-26T13:33:05
873950	12921	0	0	91902706	STATE BANK OF NEW PRAGUE	1101 FIRST STREET SE 	NEW PRAGUE	MN	56071	041	2015-01-22T18:15:30
874050	8200	0	0	91901192	CITIZENS BANK MINNESOTA	105 N. MINNESOTA ST. 	NEW ULM	MN	56073	041	2015-01-28T16:13:13
874452	9735	0	0	91908742	STATE BANK OF NEW RICHLAND	103 N. BROADWAY 	NEW RICHLAND	MN	56072	041	2015-07-29T13:37:04
874845	13102	0	0	74903719	LAKE CITY BANK	202 EAST CENTER STREET 	WARSAW	IN	46580	041	2015-01-28T16:51:49
875048	21988	0	13054	71124339	COMMUNITY STATE BANK OF ROCK FALLS	1801 FIRST AVENUE 	ROCK FALLS	IL	61071	041	2015-01-30T15:23:16
875057	13407	0	0	113105070	FARMERS STATE BANK	115 SHELBYVILLE ST 	CENTER	TX	75935	041	2015-02-02T11:27:27
875132	3674	6684	14498	71913278	GRAND RIDGE NATIONAL BANK	105 WEST MAIN STREET 	GRAND RIDGE	IL	61325	041	2015-01-30T16:01:10
875655	1933	0	0	91911577	CITIZENS STATE BANK NORWOOD YOUNG AMERICA	409 FAXON ROAD 	NORWOOD YOUNG AMERICA	MN	55368	041	2015-01-09T13:50:06
875758	3293	0	0	111903931	FIRST TEXAS BANK	501 EAST 3RD ST 	LAMPASAS	TX	76550	041	2015-01-28T16:02:33
875879	28217	701158	1158	242071855	WARSAW FEDERAL SAVINGS AND LOAN ASSOCIATION	3533 WARSAW AVE 	CINCINNATI	OH	45205	041	2015-03-27T15:39:28
875909	90240	0	17081	211374062	MERRIMAC SAVINGS BANK	ONE WEST MAIN STREET 	MERRIMAC	MA	01860	041	2015-01-26T09:51:39
875936	5907	0	0	65303386	FIRST BANK	100 SOUTH BROADWAY STREET 	MCCOMB	MS	39648	041	2015-03-17T17:31:15
876157	14574	0	0	91208853	ODIN STATE BANK	101 EAST MAIN STREET 	ODIN	MN	56160	041	2015-01-13T12:01:20
876634	9622	0	13205	63100688	CAPITAL CITY BANK	217 NORTH MONROE STREET 	TALLAHASSEE	FL	32301	041	2015-02-18T16:18:41
876700	17764	0	0	11500913	CENTREVILLE SAVINGS BANK	1218 MAIN STR 	WEST WARWICK	RI	02893	041	2015-01-29T16:28:38
877015	14357	14141	0	42213842	BROOKVILLE NATIONAL BANK	225 UPPER LEWISBURG-SALEM ROAD 	BROOKVILLE	OH	45309	041	2015-01-22T15:25:14
877154	19806	0	0	111909993	CITIZENS STATE BANK	3915 SOUTH SOUTHWEST LOOP 323 	TYLER	TX	757019233	041	2015-02-10T17:53:11
877350	15598	0	0	91302762	HORIZON FINANCIAL BANK	416 MAIN STREET 	MUNICH	ND	58352	041	2015-02-11T15:25:09
877369	23364	24583	0	122238420	RABOBANK, NATIONAL ASSOCIATION	915 HIGHLAND POINTE DRIVE 	ROSEVILLE	CA	95678	041	2015-08-14T19:35:34
877752	5223	13692	0	91202325	CITIZENS NATIONAL BANK OF PARK RAPIDS, THE	300 WEST 1ST STREET 	PARK RAPIDS	MN	56470	041	2015-01-28T15:34:53
877958	12585	0	0	103111197	HOPETON STATE BANK, THE	19495 COUNTY ROAD 440 	HOPETON	OK	73746	041	2015-01-29T10:07:31
878898	58006	25024	17993	311987773	VIEWPOINT BANK, NATIONAL ASSOCIATION	1309 WEST 15TH STREET SUITE 300	PLANO	TX	750757244	041	2015-03-18T15:50:01
879000	2615	866	0	11303327	MILFORD NATIONAL BANK AND TRUST COMPANY THE	300 EAST MAIN ST 	MILFORD	MA	01757	041	2015-01-29T08:49:59
879336	11671	0	0	71910721	STATE BANK OF HERSCHER	10 TOBEY DRIVE 	HERSCHER	IL	60941	041	2015-01-29T13:08:34
879439	1380	0	0	65202186	FELICIANA BANK & TRUST COMPANY	10926 PLANK ROAD 	CLINTON	LA	70722	041	2015-01-27T13:45:17
879457	17165	0	0	91310987	LAKESIDE STATE BANK	323 MAIN STREET 	NEW TOWN	ND	58763	041	2015-01-28T13:23:25
879550	10626	0	0	81517871	BANK OF NEW CAMBRIA	200 SOUTH MAIN STREET 	NEW CAMBRIA	MO	63558	041	2015-01-13T11:00:38
879644	9369	0	0	81506523	BANK OF ADVANCE, THE	105 EAST GABRIEL 	ADVANCE	MO	63730	041	2015-01-23T12:38:54
879747	13033	0	0	75902573	FARMERS STATE BANK OF WAUPACA, THE	112 WEST FULTON 	WAUPACA	WI	54981	041	2015-01-14T17:26:14
880332	26379	20493	11982	65303124	PIKE NATIONAL BANK	350 RAWLS DRIVE 	MCCOMB	MS	39648	041	2015-01-26T12:52:21
880556	3136	12513	0	111318267	FIRST NATIONAL BANK OF CHILLICOTHE, THE	200 AVENUE H 	CHILLICOTHE	TX	79225	041	2015-01-27T15:08:59
880855	1655	0	0	81011461	BANK OF OLD MONROE, THE	2100 HIGHWAY C 	OLD MONROE	MO	63369	041	2015-01-16T16:19:20
881012	686	0	0	31305936	FIRST COLUMBIA BANK & TRUST COMPANY	232 EAST STREET 	BLOOMSBURG	PA	17815	041	2015-01-27T14:59:05
881441	8276	0	0	81508602	ALTON BANK	26 COURT SQUARE 	ALTON	MO	65606	041	2015-01-20T17:21:36
881478	29012	0	0	325170835	HERITAGE BANK	201 5TH AVENUE SOUTHWEST 	OLYMPIA	WA	98501	041	2015-07-22T18:01:05
881544	5331	7898	0	75902308	NATIONAL BANK OF WAUPUN, THE	210 EAST MAIN STREET 	WAUPUN	WI	53963	041	2015-02-12T13:42:55
881656	8542	0	0	91904908	STATE BANK OF RICHMOND	22 CENTRAL AVENUE SOUTH 	RICHMOND	MN	56368	041	2015-01-23T12:03:34
881852	418	0	0	103112455	HIGH PLAINS BANK	301 SOUTH POLK 	KEYES	OK	73947	041	2015-01-27T12:47:11
881900	2616	13835	0	11305202	MILLBURY NATIONAL BANK	18 MAIN ST 	MILLBURY	MA	01527	041	2015-01-30T08:13:50
882130	18605	0	14830	61213247	PINELAND STATE BANK	257 NORTH BROAD STREET 	METTER	GA	30439	041	2015-01-27T14:51:41
882242	15334	0	11869	73905912	ROLLING HILLS BANK & TRUST	1307 EAST 7TH STREET 	ATLANTIC	IA	50022	041	2015-01-19T16:45:30
882541	12717	0	16574	73907334	BRIDGE COMMUNITY BANK	302 HIGHWAY 1 SOUTH 	MOUNT VERNON	IA	52314	041	2015-01-29T12:14:12
882701	18213	0	6745	221172270	FAIRFIELD COUNTY BANK	150 DANBURY ROAD 	RIDGEFIELD	CT	06877	041	2016-01-19T12:27:54
882952	1654	0	0	81505731	OZARK BANK	106-112 NORTH 2ND AVENUE 	OZARK	MO	65721	041	2015-02-13T12:21:01
883137	18149	0	0	67006775	HARBOR COMMUNITY BANK	15588 SOUTHWEST WARFIELD BOULEVARD 	INDIANTOWN	FL	34956	041	2015-01-29T14:00:48
883351	17096	0	0	91310974	LIBERTY STATE BANK	111 MAIN STREET 	POWERS LAKE	ND	58773	041	2015-04-23T14:30:08
883753	19318	0	0	91910002	FARMERS AND MERCHANTS STATE BANK	125 EAST JAMES 	PAYNESVILLE	MN	56362	041	2015-01-26T14:15:35
883874	31084	0	6352	253171621	FIRST SOUTH BANK	1311 CAROLINA AVENUE 	WASHINGTON	NC	27889	041	2015-01-26T16:50:55
883959	11526	0	0	103108045	BANK OF KREMLIN, THE	102 6TH STREET 	KREMLIN	OK	73753	041	2015-06-11T10:12:50
884303	597	0	10696	21301115	CHEMUNG CANAL TRUST COMPANY	ONE CHEMUNG CANAL PLAZA 	ELMIRA	NY	14901	041	2016-03-09T14:51:00
884358	15898	0	0	113105465	FIRST STATE BANK OF LIVINGSTON	112 WEST POLK 	LIVINGSTON	TX	77351	041	2015-01-23T17:23:46
884376	31089	706359	6359	253272384	PICKENS SAVINGS AND LOAN ASSOCIATION, FEDERAL ASSOCIATION	205 EAST CEDAR ROCK STREET 	PICKENS	SC	29671	041	2015-01-26T17:44:19
884442	13109	0	0	83902992	JACKSON COUNTY BANK	125 SOUTH CHESTNUT STREET 	SEYMOUR	IN	47274	041	2015-01-28T09:32:23
884648	13656	0	14255	73921323	UNITED COMMUNITY BANK	1000 OKOBOJI AVENUE 	MILFORD	IA	51351	041	2015-01-20T16:54:16
884657	11411	0	0	91203544	RUSHFORD STATE BANK (INCORPORATED)	219 SOUTH MILL STREET 	RUSHFORD	MN	55971	041	2016-04-05T15:37:19
885225	8810	0	12870	52103065	BANK OF DELMARVA, THE	910 NORMAN ESKRIDGE HIGHWAY 	SEAFORD	DE	19973	041	2015-01-28T17:44:41
885252	3140	0	0	111308277	CITIZENS BANK	4117 SOUTH GEORGIA STREET 	AMARILLO	TX	79110	041	2015-01-28T09:39:55
885430	8534	0	0	65200612	ST. LANDRY BANK AND TRUST COMPANY	132 EAST LANDRY STREET 	OPELOUSAS	LA	70570	041	2015-01-15T11:59:18
885579	33802	0	0	236073872	TIOGA-FRANKLIN SAVINGS BANK	320 EAST GIRARD AVENUE 	PHILADELPHIA	PA	19125	041	2015-01-15T15:04:34
885869	1209	14371	0	113102714	COMMERCIAL BANK OF TEXAS, N.A.	215 E. MAIN STREET 	NACOGDOCHES	TX	75961	041	2015-01-28T13:00:13
886044	13446	0	0	73912073	BLENCOE STATE BANK	21945 HIGHWAY 175 	ONAWA	IA	51040	041	2015-01-27T14:31:55
886204	23298	0	11346	211370176	WATERTOWN SAVINGS BANK	60 MAIN ST 	WATERTOWN	MA	02472	041	2015-01-29T15:44:26
886624	2443	0	12776	51502599	CLEAR MOUNTAIN BANK	160 MORGANTOWN ST 	BRUCETON MILLS	WV	26525	041	2015-01-26T10:14:03
887340	15752	0	12733	71921532	FIRST STATE BANK	706 WASHINGTON STREET 	MENDOTA	IL	61342	041	2015-01-21T16:33:34
887555	15776	0	0	91303376	FIRST FINANCIAL BANK	205 MAIN AVENUE 	ANETA	ND	58212	041	2015-01-27T15:45:17
887827	14920	0	0	41209789	HAMLER STATE BANK, THE	210 RANDOLPH STREET 	HAMLER	OH	43524	041	2015-01-28T13:34:49
887854	1612	0	0	101209412	SHERWOOD COMMUNITY BANK	202 D STREET 	CREIGHTON	MO	64739	041	2015-01-26T16:35:21
888002	90183	0	11307	211371227	MIDDLESEX SAVINGS BANK	6 MAIN ST 	NATICK	MA	01760	041	2015-02-20T13:32:55
888141	13737	0	17479	73900580	FARMERS & MERCHANTS BANK & TRUST	3RD AND JEFFERSON STREET 	BURLINGTON	IA	52601	041	2015-01-15T11:20:08
888271	29035	702808	2808	243474273	HANCOCK COUNTY SAVINGS BANK, F.S.B.	351 CAROLINA AVENUE 	CHESTER	WV	26034	041	2015-01-27T16:43:17
888552	17588	0	0	113123065	FIRST STATE BANK, THE	206 NORTH STREET 	LOUISE	TX	77455	041	2015-04-24T13:31:58
888833	15771	0	13331	61103030	NORTHEAST GEORGIA BANK	12461 AUGUSTA ROAD 	LAVONIA	GA	30553	041	2015-03-17T11:03:41
889652	13202	0	0	91302160	NORTHLAND FINANCIAL	115 EAST BROADWAY 	STEELE	ND	58482	041	2015-01-08T17:34:36
890050	18880	15158	0	102301050	FIRST NATIONAL BANK OF GILLETTE	319 SOUTH GILLETTE AVENUE 	GILLETTE	WY	82716	041	2015-01-27T12:45:29
890078	29049	702828	2828	291970282	LAKE CITY FEDERAL BANK	201 EAST MARION 	LAKE CITY	MN	55041	041	2015-03-26T12:24:34
890603	18223	0	8573	211174288	COLLINSVILLE SAVINGS SOCIETY	136 MAIN STREET 	COLLINSVILLE	CT	06022	041	2015-02-03T10:11:03
890649	10494	0	13676	73904751	MOUNT VERNON BANK AND TRUST COMPANY	206 1ST STREET WEST 	MOUNT VERNON	IA	52314	041	2015-01-30T15:55:38
890742	18402	0	11017	71123123	BLACKHAWK BANK & TRUST	301 FOURTH STREET WEST 	MILAN	IL	61264	041	2015-01-30T18:59:22
890957	17922	0	0	91311041	STRASBURG STATE BANK	720 MAIN STREET 	STRASBURG	ND	58573	041	2015-01-20T14:01:42
891226	1895	0	13167	55002723	FARMERS AND MERCHANTS BANK	15226 HANOVER PIKE 	UPPERCO	MD	21155	041	2015-01-29T16:19:54
891253	12305	0	0	113118630	COLUMBUS STATE BANK	1102 MILAM STREET 	COLUMBUS	TX	789342445	041	2015-01-27T11:54:09
891673	29069	0	2859	272471179	MONARCH COMMUNITY BANK	375 NORTH WILLOWBROOK ROAD 	COLDWATER	MI	490360000	041	2015-01-30T10:24:30
892205	90300	717968	17968	211871604	WESTFIELD BANK	141 ELM ST 	WESTFIELD	MA	01085	041	2015-03-16T15:16:47
892223	16370	0	0	41205958	HICKSVILLE BANK, THE	144 EAST HIGH STREET 	HICKSVILLE	OH	435261163	041	2015-01-27T13:09:57
